,Date,Target,Target-3,Target-2,Target-1
29,2010-02-19,1121.300048828125,1119.300048828125,1119.5,1118.0
30,2010-02-22,1112.5999755859375,1119.5,1118.0,1121.300048828125
31,2010-02-23,1102.699951171875,1118.0,1121.300048828125,1112.5999755859375
32,2010-02-24,1096.5,1121.300048828125,1112.5999755859375,1102.699951171875
33,2010-02-25,1107.800048828125,1112.5999755859375,1102.699951171875,1096.5
34,2010-02-26,1118.300048828125,1102.699951171875,1096.5,1107.800048828125
35,2010-03-01,1117.800048828125,1096.5,1107.800048828125,1118.300048828125
36,2010-03-02,1136.9000244140625,1107.800048828125,1118.300048828125,1117.800048828125
37,2010-03-03,1142.699951171875,1118.300048828125,1117.800048828125,1136.9000244140625
38,2010-03-04,1132.5999755859375,1117.800048828125,1136.9000244140625,1142.699951171875
39,2010-03-05,1134.800048828125,1136.9000244140625,1142.699951171875,1132.5999755859375
40,2010-03-08,1123.5999755859375,1142.699951171875,1132.5999755859375,1134.800048828125
41,2010-03-09,1122.0,1132.5999755859375,1134.800048828125,1123.5999755859375
42,2010-03-10,1107.800048828125,1134.800048828125,1123.5999755859375,1122.0
43,2010-03-11,1108.0,1123.5999755859375,1122.0,1107.800048828125
44,2010-03-12,1101.5,1122.0,1107.800048828125,1108.0
45,2010-03-15,1105.0999755859375,1107.800048828125,1108.0,1101.5
46,2010-03-16,1122.199951171875,1108.0,1101.5,1105.0999755859375
47,2010-03-17,1124.0,1101.5,1105.0999755859375,1122.199951171875
48,2010-03-18,1127.4000244140625,1105.0999755859375,1122.199951171875,1124.0
49,2010-03-19,1107.4000244140625,1122.199951171875,1124.0,1127.4000244140625
50,2010-03-22,1099.300048828125,1124.0,1127.4000244140625,1107.4000244140625
51,2010-03-23,1103.5,1127.4000244140625,1107.4000244140625,1099.300048828125
52,2010-03-24,1088.5999755859375,1107.4000244140625,1099.300048828125,1103.5
53,2010-03-25,1092.699951171875,1099.300048828125,1103.5,1088.5999755859375
54,2010-03-26,1104.199951171875,1103.5,1088.5999755859375,1092.699951171875
55,2010-03-29,1110.300048828125,1088.5999755859375,1092.699951171875,1104.199951171875
56,2010-03-30,1104.5,1092.699951171875,1104.199951171875,1110.300048828125
57,2010-03-31,1113.300048828125,1104.199951171875,1110.300048828125,1104.5
58,2010-04-01,1125.0999755859375,1110.300048828125,1104.5,1113.300048828125
59,2010-04-05,1132.9000244140625,1104.5,1113.300048828125,1125.0999755859375
60,2010-04-06,1135.0999755859375,1113.300048828125,1125.0999755859375,1132.9000244140625
61,2010-04-07,1152.300048828125,1125.0999755859375,1132.9000244140625,1135.0999755859375
62,2010-04-08,1152.199951171875,1132.9000244140625,1135.0999755859375,1152.300048828125
63,2010-04-09,1161.0999755859375,1135.0999755859375,1152.300048828125,1152.199951171875
64,2010-04-12,1161.5999755859375,1152.300048828125,1152.199951171875,1161.0999755859375
65,2010-04-13,1152.800048828125,1152.199951171875,1161.0999755859375,1161.5999755859375
66,2010-04-14,1159.0,1161.0999755859375,1161.5999755859375,1152.800048828125
67,2010-04-15,1159.699951171875,1161.5999755859375,1152.800048828125,1159.0
68,2010-04-16,1136.300048828125,1152.800048828125,1159.0,1159.699951171875
69,2010-04-19,1135.199951171875,1159.0,1159.699951171875,1136.300048828125
70,2010-04-20,1138.5999755859375,1159.699951171875,1136.300048828125,1135.199951171875
71,2010-04-21,1148.199951171875,1136.300048828125,1135.199951171875,1138.5999755859375
72,2010-04-22,1142.300048828125,1135.199951171875,1138.5999755859375,1148.199951171875
73,2010-04-23,1153.0999755859375,1138.5999755859375,1148.199951171875,1142.300048828125
74,2010-04-26,1153.5,1148.199951171875,1142.300048828125,1153.0999755859375
75,2010-04-27,1161.699951171875,1142.300048828125,1153.0999755859375,1153.5
76,2010-04-28,1171.300048828125,1153.0999755859375,1153.5,1161.699951171875
77,2010-04-29,1168.4000244140625,1153.5,1161.699951171875,1171.300048828125
78,2010-04-30,1180.0999755859375,1161.699951171875,1171.300048828125,1168.4000244140625
79,2010-05-03,1182.699951171875,1171.300048828125,1168.4000244140625,1180.0999755859375
80,2010-05-04,1168.5999755859375,1168.4000244140625,1180.0999755859375,1182.699951171875
81,2010-05-05,1174.5999755859375,1180.0999755859375,1182.699951171875,1168.5999755859375
82,2010-05-06,1196.9000244140625,1182.699951171875,1168.5999755859375,1174.5999755859375
83,2010-05-07,1210.0,1168.5999755859375,1174.5999755859375,1196.9000244140625
84,2010-05-10,1200.4000244140625,1174.5999755859375,1196.9000244140625,1210.0
85,2010-05-11,1219.9000244140625,1196.9000244140625,1210.0,1200.4000244140625
86,2010-05-12,1242.699951171875,1210.0,1200.4000244140625,1219.9000244140625
87,2010-05-13,1228.800048828125,1200.4000244140625,1219.9000244140625,1242.699951171875
88,2010-05-14,1227.4000244140625,1219.9000244140625,1242.699951171875,1228.800048828125
89,2010-05-17,1227.699951171875,1242.699951171875,1228.800048828125,1227.4000244140625
90,2010-05-18,1214.300048828125,1228.800048828125,1227.4000244140625,1227.699951171875
91,2010-05-19,1192.5999755859375,1227.4000244140625,1227.699951171875,1214.300048828125
92,2010-05-20,1187.800048828125,1227.699951171875,1214.300048828125,1192.5999755859375
93,2010-05-21,1175.699951171875,1214.300048828125,1192.5999755859375,1187.800048828125
94,2010-05-24,1193.800048828125,1192.5999755859375,1187.800048828125,1175.699951171875
95,2010-05-25,1197.800048828125,1187.800048828125,1175.699951171875,1193.800048828125
96,2010-05-26,1213.300048828125,1175.699951171875,1193.800048828125,1197.800048828125
97,2010-05-27,1211.9000244140625,1193.800048828125,1197.800048828125,1213.300048828125
98,2010-05-28,1212.199951171875,1197.800048828125,1213.300048828125,1211.9000244140625
99,2010-06-01,1224.800048828125,1213.300048828125,1211.9000244140625,1212.199951171875
100,2010-06-02,1220.5999755859375,1211.9000244140625,1212.199951171875,1224.800048828125
101,2010-06-03,1208.300048828125,1212.199951171875,1224.800048828125,1220.5999755859375
102,2010-06-04,1216.199951171875,1224.800048828125,1220.5999755859375,1208.300048828125
103,2010-06-07,1239.300048828125,1220.5999755859375,1208.300048828125,1216.199951171875
104,2010-06-08,1244.0,1208.300048828125,1216.199951171875,1239.300048828125
105,2010-06-09,1228.5,1216.199951171875,1239.300048828125,1244.0
106,2010-06-10,1220.800048828125,1239.300048828125,1244.0,1228.5
107,2010-06-11,1228.9000244140625,1244.0,1228.5,1220.800048828125
108,2010-06-14,1223.300048828125,1228.5,1220.800048828125,1228.9000244140625
109,2010-06-15,1233.199951171875,1220.800048828125,1228.9000244140625,1223.300048828125
110,2010-06-16,1229.300048828125,1228.9000244140625,1223.300048828125,1233.199951171875
111,2010-06-17,1247.5,1223.300048828125,1233.199951171875,1229.300048828125
112,2010-06-18,1257.199951171875,1233.199951171875,1229.300048828125,1247.5
113,2010-06-21,1239.699951171875,1229.300048828125,1247.5,1257.199951171875
114,2010-06-22,1239.9000244140625,1247.5,1257.199951171875,1239.699951171875
115,2010-06-23,1234.0999755859375,1257.199951171875,1239.699951171875,1239.9000244140625
116,2010-06-24,1245.5,1239.699951171875,1239.9000244140625,1234.0999755859375
117,2010-06-25,1255.800048828125,1239.9000244140625,1234.0999755859375,1245.5
118,2010-06-28,1238.199951171875,1234.0999755859375,1245.5,1255.800048828125
119,2010-06-29,1242.0,1245.5,1255.800048828125,1238.199951171875
120,2010-06-30,1245.5,1255.800048828125,1238.199951171875,1242.0
121,2010-07-01,1206.300048828125,1238.199951171875,1242.0,1245.5
122,2010-07-02,1207.4000244140625,1242.0,1245.5,1206.300048828125
123,2010-07-06,1194.800048828125,1245.5,1206.300048828125,1207.4000244140625
124,2010-07-07,1198.5999755859375,1206.300048828125,1207.4000244140625,1194.800048828125
125,2010-07-08,1195.800048828125,1207.4000244140625,1194.800048828125,1198.5999755859375
126,2010-07-09,1209.5999755859375,1194.800048828125,1198.5999755859375,1195.800048828125
127,2010-07-12,1198.5,1198.5999755859375,1195.800048828125,1209.5999755859375
128,2010-07-13,1213.300048828125,1195.800048828125,1209.5999755859375,1198.5
129,2010-07-14,1206.800048828125,1209.5999755859375,1198.5,1213.300048828125
130,2010-07-15,1208.0999755859375,1198.5,1213.300048828125,1206.800048828125
131,2010-07-16,1188.0,1213.300048828125,1206.800048828125,1208.0999755859375
132,2010-07-19,1181.699951171875,1206.800048828125,1208.0999755859375,1188.0
133,2010-07-20,1191.5,1208.0999755859375,1188.0,1181.699951171875
134,2010-07-21,1191.5999755859375,1188.0,1181.699951171875,1191.5
135,2010-07-22,1195.5,1181.699951171875,1191.5,1191.5999755859375
136,2010-07-23,1187.699951171875,1191.5,1191.5999755859375,1195.5
137,2010-07-26,1183.0,1191.5999755859375,1195.5,1187.699951171875
138,2010-07-27,1158.0,1195.5,1187.699951171875,1183.0
139,2010-07-28,1160.4000244140625,1187.699951171875,1183.0,1158.0
140,2010-07-29,1168.4000244140625,1183.0,1158.0,1160.4000244140625
141,2010-07-30,1181.699951171875,1158.0,1160.4000244140625,1168.4000244140625
142,2010-08-02,1183.4000244140625,1160.4000244140625,1168.4000244140625,1181.699951171875
143,2010-08-03,1185.199951171875,1168.4000244140625,1181.699951171875,1183.4000244140625
144,2010-08-04,1193.699951171875,1181.699951171875,1183.4000244140625,1185.199951171875
145,2010-08-05,1197.199951171875,1183.4000244140625,1185.199951171875,1193.699951171875
146,2010-08-06,1203.4000244140625,1185.199951171875,1193.699951171875,1197.199951171875
147,2010-08-09,1200.699951171875,1193.699951171875,1197.199951171875,1203.4000244140625
148,2010-08-10,1196.199951171875,1197.199951171875,1203.4000244140625,1200.699951171875
149,2010-08-11,1197.5,1203.4000244140625,1200.699951171875,1196.199951171875
150,2010-08-12,1214.800048828125,1200.699951171875,1196.199951171875,1197.5
151,2010-08-13,1214.9000244140625,1196.199951171875,1197.5,1214.800048828125
152,2010-08-16,1224.5,1197.5,1214.800048828125,1214.9000244140625
153,2010-08-17,1226.5999755859375,1214.800048828125,1214.9000244140625,1224.5
154,2010-08-18,1229.699951171875,1214.9000244140625,1224.5,1226.5999755859375
155,2010-08-19,1233.800048828125,1224.5,1226.5999755859375,1229.699951171875
156,2010-08-20,1227.199951171875,1226.5999755859375,1229.699951171875,1233.800048828125
157,2010-08-23,1226.9000244140625,1229.699951171875,1233.800048828125,1227.199951171875
158,2010-08-24,1231.800048828125,1233.800048828125,1227.199951171875,1226.9000244140625
159,2010-08-25,1239.5,1227.199951171875,1226.9000244140625,1231.800048828125
160,2010-08-26,1235.4000244140625,1226.9000244140625,1231.800048828125,1239.5
161,2010-08-27,1236.0,1231.800048828125,1239.5,1235.4000244140625
162,2010-08-30,1237.0999755859375,1239.5,1235.4000244140625,1236.0
163,2010-08-31,1248.300048828125,1235.4000244140625,1236.0,1237.0999755859375
164,2010-09-01,1246.300048828125,1236.0,1237.0999755859375,1248.300048828125
165,2010-09-02,1251.5,1237.0999755859375,1248.300048828125,1246.300048828125
166,2010-09-03,1249.199951171875,1248.300048828125,1246.300048828125,1251.5
167,2010-09-07,1257.300048828125,1246.300048828125,1251.5,1249.199951171875
168,2010-09-08,1255.5999755859375,1251.5,1249.199951171875,1257.300048828125
169,2010-09-09,1248.9000244140625,1249.199951171875,1257.300048828125,1255.5999755859375
170,2010-09-10,1244.5,1257.300048828125,1255.5999755859375,1248.9000244140625
171,2010-09-13,1245.0999755859375,1255.5999755859375,1248.9000244140625,1244.5
172,2010-09-14,1269.699951171875,1248.9000244140625,1244.5,1245.0999755859375
173,2010-09-15,1266.699951171875,1244.5,1245.0999755859375,1269.699951171875
174,2010-09-16,1271.9000244140625,1245.0999755859375,1269.699951171875,1266.699951171875
175,2010-09-17,1275.5999755859375,1269.699951171875,1266.699951171875,1271.9000244140625
176,2010-09-20,1279.0,1266.699951171875,1271.9000244140625,1275.5999755859375
177,2010-09-21,1272.4000244140625,1271.9000244140625,1275.5999755859375,1279.0
178,2010-09-22,1290.199951171875,1275.5999755859375,1279.0,1272.4000244140625
179,2010-09-23,1294.300048828125,1279.0,1272.4000244140625,1290.199951171875
180,2010-09-24,1296.0,1272.4000244140625,1290.199951171875,1294.300048828125
181,2010-09-27,1296.699951171875,1290.199951171875,1294.300048828125,1296.0
182,2010-09-28,1306.5999755859375,1294.300048828125,1296.0,1296.699951171875
183,2010-09-29,1308.5,1296.0,1296.699951171875,1306.5999755859375
184,2010-09-30,1307.800048828125,1296.699951171875,1306.5999755859375,1308.5
185,2010-10-01,1316.0999755859375,1306.5999755859375,1308.5,1307.800048828125
186,2010-10-04,1315.4000244140625,1308.5,1307.800048828125,1316.0999755859375
187,2010-10-05,1338.9000244140625,1307.800048828125,1316.0999755859375,1315.4000244140625
188,2010-10-06,1346.4000244140625,1316.0999755859375,1315.4000244140625,1338.9000244140625
189,2010-10-07,1333.9000244140625,1315.4000244140625,1338.9000244140625,1346.4000244140625
190,2010-10-08,1344.199951171875,1338.9000244140625,1346.4000244140625,1333.9000244140625
191,2010-10-11,1353.300048828125,1346.4000244140625,1333.9000244140625,1344.199951171875
192,2010-10-12,1345.699951171875,1333.9000244140625,1344.199951171875,1353.300048828125
193,2010-10-13,1369.5,1344.199951171875,1353.300048828125,1345.699951171875
194,2010-10-14,1376.699951171875,1353.300048828125,1345.699951171875,1369.5
195,2010-10-15,1371.0999755859375,1345.699951171875,1369.5,1376.699951171875
196,2010-10-18,1371.199951171875,1369.5,1376.699951171875,1371.0999755859375
197,2010-10-19,1335.0999755859375,1376.699951171875,1371.0999755859375,1371.199951171875
198,2010-10-20,1343.300048828125,1371.0999755859375,1371.199951171875,1335.0999755859375
199,2010-10-21,1324.699951171875,1371.199951171875,1335.0999755859375,1343.300048828125
200,2010-10-22,1324.4000244140625,1335.0999755859375,1343.300048828125,1324.699951171875
201,2010-10-25,1338.300048828125,1343.300048828125,1324.699951171875,1324.4000244140625
202,2010-10-26,1338.0,1324.699951171875,1324.4000244140625,1338.300048828125
203,2010-10-27,1322.199951171875,1324.4000244140625,1338.300048828125,1338.0
204,2010-10-28,1342.0999755859375,1338.300048828125,1338.0,1322.199951171875
205,2010-10-29,1357.0999755859375,1338.0,1322.199951171875,1342.0999755859375
206,2010-11-01,1350.199951171875,1322.199951171875,1342.0999755859375,1357.0999755859375
207,2010-11-02,1356.4000244140625,1342.0999755859375,1357.0999755859375,1350.199951171875
208,2010-11-03,1337.0999755859375,1357.0999755859375,1350.199951171875,1356.4000244140625
209,2010-11-04,1382.699951171875,1350.199951171875,1356.4000244140625,1337.0999755859375
210,2010-11-05,1397.300048828125,1356.4000244140625,1337.0999755859375,1382.699951171875
211,2010-11-08,1402.800048828125,1337.0999755859375,1382.699951171875,1397.300048828125
212,2010-11-09,1409.800048828125,1382.699951171875,1397.300048828125,1402.800048828125
213,2010-11-10,1399.0999755859375,1397.300048828125,1402.800048828125,1409.800048828125
214,2010-11-11,1403.0999755859375,1402.800048828125,1409.800048828125,1399.0999755859375
215,2010-11-12,1365.4000244140625,1409.800048828125,1399.0999755859375,1403.0999755859375
216,2010-11-15,1368.4000244140625,1399.0999755859375,1403.0999755859375,1365.4000244140625
217,2010-11-16,1338.300048828125,1403.0999755859375,1365.4000244140625,1368.4000244140625
218,2010-11-17,1336.800048828125,1365.4000244140625,1368.4000244140625,1338.300048828125
219,2010-11-18,1352.9000244140625,1368.4000244140625,1338.300048828125,1336.800048828125
220,2010-11-19,1352.199951171875,1338.300048828125,1336.800048828125,1352.9000244140625
221,2010-11-22,1357.699951171875,1336.800048828125,1352.9000244140625,1352.199951171875
222,2010-11-23,1377.5,1352.9000244140625,1352.199951171875,1357.699951171875
223,2010-11-24,1372.9000244140625,1352.199951171875,1357.699951171875,1377.5
224,2010-11-26,1362.300048828125,1357.699951171875,1377.5,1372.9000244140625
225,2010-11-29,1366.0,1377.5,1372.9000244140625,1362.300048828125
226,2010-11-30,1385.0,1372.9000244140625,1362.300048828125,1366.0
227,2010-12-01,1387.300048828125,1362.300048828125,1366.0,1385.0
228,2010-12-02,1388.5,1366.0,1385.0,1387.300048828125
229,2010-12-03,1405.4000244140625,1385.0,1387.300048828125,1388.5
230,2010-12-06,1415.300048828125,1387.300048828125,1388.5,1405.4000244140625
231,2010-12-07,1408.300048828125,1388.5,1405.4000244140625,1415.300048828125
232,2010-12-08,1382.5,1405.4000244140625,1415.300048828125,1408.300048828125
233,2010-12-09,1392.0999755859375,1415.300048828125,1408.300048828125,1382.5
234,2010-12-10,1384.300048828125,1408.300048828125,1382.5,1392.0999755859375
235,2010-12-13,1397.300048828125,1382.5,1392.0999755859375,1384.300048828125
236,2010-12-14,1403.5999755859375,1392.0999755859375,1384.300048828125,1397.300048828125
237,2010-12-15,1385.5,1384.300048828125,1397.300048828125,1403.5999755859375
238,2010-12-16,1370.4000244140625,1397.300048828125,1403.5999755859375,1385.5
239,2010-12-17,1378.5999755859375,1403.5999755859375,1385.5,1370.4000244140625
240,2010-12-20,1385.5,1385.5,1370.4000244140625,1378.5999755859375
241,2010-12-21,1388.199951171875,1370.4000244140625,1378.5999755859375,1385.5
242,2010-12-22,1386.800048828125,1378.5999755859375,1385.5,1388.199951171875
243,2010-12-23,1380.0,1385.5,1388.199951171875,1386.800048828125
244,2010-12-27,1382.4000244140625,1388.199951171875,1386.800048828125,1380.0
245,2010-12-28,1405.199951171875,1386.800048828125,1380.0,1382.4000244140625
246,2010-12-29,1413.0999755859375,1380.0,1382.4000244140625,1405.199951171875
247,2010-12-30,1405.5999755859375,1382.4000244140625,1405.199951171875,1413.0999755859375
248,2010-12-31,1421.0999755859375,1405.199951171875,1413.0999755859375,1405.5999755859375
249,2011-01-03,1422.5999755859375,1413.0999755859375,1405.5999755859375,1421.0999755859375
250,2011-01-04,1378.5,1405.5999755859375,1421.0999755859375,1422.5999755859375
251,2011-01-05,1373.4000244140625,1421.0999755859375,1422.5999755859375,1378.5
252,2011-01-06,1371.4000244140625,1422.5999755859375,1378.5,1373.4000244140625
253,2011-01-07,1368.5,1378.5,1373.4000244140625,1371.4000244140625
254,2011-01-10,1373.699951171875,1373.4000244140625,1371.4000244140625,1368.5
255,2011-01-11,1384.0,1371.4000244140625,1368.5,1373.699951171875
256,2011-01-12,1385.699951171875,1368.5,1373.699951171875,1384.0
257,2011-01-13,1386.9000244140625,1373.699951171875,1384.0,1385.699951171875
258,2011-01-14,1360.4000244140625,1384.0,1385.699951171875,1386.9000244140625
259,2011-01-18,1368.0999755859375,1385.699951171875,1386.9000244140625,1360.4000244140625
260,2011-01-19,1370.199951171875,1386.9000244140625,1360.4000244140625,1368.0999755859375
261,2011-01-20,1346.5,1360.4000244140625,1368.0999755859375,1370.199951171875
262,2011-01-21,1341.0,1368.0999755859375,1370.199951171875,1346.5
263,2011-01-24,1344.5,1370.199951171875,1346.5,1341.0
264,2011-01-25,1332.300048828125,1346.5,1341.0,1344.5
265,2011-01-26,1333.0,1341.0,1344.5,1332.300048828125
266,2011-01-27,1318.4000244140625,1344.5,1332.300048828125,1333.0
267,2011-01-28,1340.699951171875,1332.300048828125,1333.0,1318.4000244140625
268,2011-01-31,1333.800048828125,1333.0,1318.4000244140625,1340.699951171875
269,2011-02-01,1339.5999755859375,1318.4000244140625,1340.699951171875,1333.800048828125
270,2011-02-02,1331.5,1340.699951171875,1333.800048828125,1339.5999755859375
271,2011-02-03,1352.300048828125,1333.800048828125,1339.5999755859375,1331.5
272,2011-02-04,1348.300048828125,1339.5999755859375,1331.5,1352.300048828125
273,2011-02-07,1347.5999755859375,1331.5,1352.300048828125,1348.300048828125
274,2011-02-08,1363.4000244140625,1352.300048828125,1348.300048828125,1347.5999755859375
275,2011-02-09,1364.800048828125,1348.300048828125,1347.5999755859375,1363.4000244140625
276,2011-02-10,1361.9000244140625,1347.5999755859375,1363.4000244140625,1364.800048828125
277,2011-02-11,1359.9000244140625,1363.4000244140625,1364.800048828125,1361.9000244140625
278,2011-02-14,1364.5999755859375,1364.800048828125,1361.9000244140625,1359.9000244140625
279,2011-02-15,1373.5999755859375,1361.9000244140625,1359.9000244140625,1364.5999755859375
280,2011-02-16,1374.699951171875,1359.9000244140625,1364.5999755859375,1373.5999755859375
281,2011-02-17,1384.699951171875,1364.5999755859375,1373.5999755859375,1374.699951171875
282,2011-02-18,1388.199951171875,1373.5999755859375,1374.699951171875,1384.699951171875
283,2011-02-22,1400.5,1374.699951171875,1384.699951171875,1388.199951171875
284,2011-02-23,1413.4000244140625,1384.699951171875,1388.199951171875,1400.5
285,2011-02-24,1415.300048828125,1388.199951171875,1400.5,1413.4000244140625
286,2011-02-25,1408.699951171875,1400.5,1413.4000244140625,1415.300048828125
287,2011-02-28,1409.300048828125,1413.4000244140625,1415.300048828125,1408.699951171875
288,2011-03-01,1430.699951171875,1415.300048828125,1408.699951171875,1409.300048828125
289,2011-03-02,1437.199951171875,1408.699951171875,1409.300048828125,1430.699951171875
290,2011-03-03,1416.0,1409.300048828125,1430.699951171875,1437.199951171875
291,2011-03-04,1428.199951171875,1430.699951171875,1437.199951171875,1416.0
292,2011-03-07,1434.0999755859375,1437.199951171875,1416.0,1428.199951171875
293,2011-03-08,1426.9000244140625,1416.0,1428.199951171875,1434.0999755859375
294,2011-03-09,1429.300048828125,1428.199951171875,1434.0999755859375,1426.9000244140625
295,2011-03-10,1412.199951171875,1434.0999755859375,1426.9000244140625,1429.300048828125
296,2011-03-11,1421.5,1426.9000244140625,1429.300048828125,1412.199951171875
297,2011-03-14,1424.5999755859375,1429.300048828125,1412.199951171875,1421.5
298,2011-03-15,1392.5999755859375,1412.199951171875,1421.5,1424.5999755859375
299,2011-03-16,1396.0,1421.5,1424.5999755859375,1392.5999755859375
300,2011-03-17,1404.0,1424.5999755859375,1392.5999755859375,1396.0
301,2011-03-18,1415.9000244140625,1392.5999755859375,1396.0,1404.0
302,2011-03-21,1426.199951171875,1396.0,1404.0,1415.9000244140625
303,2011-03-22,1427.5,1404.0,1415.9000244140625,1426.199951171875
304,2011-03-23,1437.9000244140625,1415.9000244140625,1426.199951171875,1427.5
305,2011-03-24,1434.800048828125,1426.199951171875,1427.5,1437.9000244140625
306,2011-03-25,1426.0999755859375,1427.5,1437.9000244140625,1434.800048828125
307,2011-03-28,1419.800048828125,1437.9000244140625,1434.800048828125,1426.0999755859375
308,2011-03-29,1416.0,1434.800048828125,1426.0999755859375,1419.800048828125
309,2011-03-30,1423.800048828125,1426.0999755859375,1419.800048828125,1416.0
310,2011-03-31,1438.9000244140625,1419.800048828125,1416.0,1423.800048828125
311,2011-04-01,1428.0999755859375,1416.0,1423.800048828125,1438.9000244140625
312,2011-04-04,1432.199951171875,1423.800048828125,1438.9000244140625,1428.0999755859375
313,2011-04-05,1451.800048828125,1438.9000244140625,1428.0999755859375,1432.199951171875
314,2011-04-06,1457.699951171875,1428.0999755859375,1432.199951171875,1451.800048828125
315,2011-04-07,1458.5,1432.199951171875,1451.800048828125,1457.699951171875
316,2011-04-08,1473.4000244140625,1451.800048828125,1457.699951171875,1458.5
317,2011-04-11,1467.4000244140625,1457.699951171875,1458.5,1473.4000244140625
318,2011-04-12,1452.9000244140625,1458.5,1473.4000244140625,1467.4000244140625
319,2011-04-13,1454.9000244140625,1473.4000244140625,1467.4000244140625,1452.9000244140625
320,2011-04-14,1471.699951171875,1467.4000244140625,1452.9000244140625,1454.9000244140625
321,2011-04-15,1485.300048828125,1452.9000244140625,1454.9000244140625,1471.699951171875
322,2011-04-18,1492.300048828125,1454.9000244140625,1471.699951171875,1485.300048828125
323,2011-04-19,1494.5,1471.699951171875,1485.300048828125,1492.300048828125
324,2011-04-20,1498.300048828125,1485.300048828125,1492.300048828125,1494.5
325,2011-04-21,1503.199951171875,1492.300048828125,1494.5,1498.300048828125
326,2011-04-25,1508.5999755859375,1494.5,1498.300048828125,1503.199951171875
327,2011-04-26,1503.0,1498.300048828125,1503.199951171875,1508.5999755859375
328,2011-04-27,1516.699951171875,1503.199951171875,1508.5999755859375,1503.0
329,2011-04-28,1530.800048828125,1508.5999755859375,1503.0,1516.699951171875
330,2011-04-29,1556.0,1503.0,1516.699951171875,1530.800048828125
331,2011-05-02,1556.699951171875,1516.699951171875,1530.800048828125,1556.0
332,2011-05-03,1540.0999755859375,1530.800048828125,1556.0,1556.699951171875
333,2011-05-04,1514.9000244140625,1556.0,1556.699951171875,1540.0999755859375
334,2011-05-05,1480.9000244140625,1556.699951171875,1540.0999755859375,1514.9000244140625
335,2011-05-06,1491.199951171875,1540.0999755859375,1514.9000244140625,1480.9000244140625
336,2011-05-09,1502.9000244140625,1514.9000244140625,1480.9000244140625,1491.199951171875
337,2011-05-10,1516.5999755859375,1480.9000244140625,1491.199951171875,1502.9000244140625
338,2011-05-11,1501.0999755859375,1491.199951171875,1502.9000244140625,1516.5999755859375
339,2011-05-12,1506.5999755859375,1502.9000244140625,1516.5999755859375,1501.0999755859375
340,2011-05-13,1493.4000244140625,1516.5999755859375,1501.0999755859375,1506.5999755859375
341,2011-05-16,1490.4000244140625,1501.0999755859375,1506.5999755859375,1493.4000244140625
342,2011-05-17,1479.800048828125,1506.5999755859375,1493.4000244140625,1490.4000244140625
343,2011-05-18,1495.5999755859375,1493.4000244140625,1490.4000244140625,1479.800048828125
344,2011-05-19,1492.199951171875,1490.4000244140625,1479.800048828125,1495.5999755859375
345,2011-05-20,1508.800048828125,1479.800048828125,1495.5999755859375,1492.199951171875
